City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
100,Richards Bay,-28.783,32.0377,67.51,80,92,3.18,ZA,2022-10-27 01:39:09,overcast clouds
101,Saint-Georges,12.0564,-61.7485,82.08,89,40,11.5,GD,2022-10-27 01:39:03,scattered clouds
102,Bolobo,-2.1667,16.2333,71.31,97,100,3.87,CD,2022-10-27 01:39:10,overcast clouds
103,Cap-Aux-Meules,47.3821,-61.8597,57.25,100,75,12.66,CA,2022-10-27 01:39:10,mist
104,Mahebourg,-20.4081,57.7,72.25,83,40,8.05,MU,2022-10-27 01:39:10,scattered clouds
105,Dikson,73.5069,80.5464,22.53,77,92,8.57,RU,2022-10-27 01:39:11,overcast clouds
106,Itaqui,-29.1253,-56.5531,66.6,97,70,4.43,BR,2022-10-27 01:39:11,broken clouds
107,Tabas,33.5959,56.9244,65.44,41,0,4.29,IR,2022-10-27 01:39:12,clear sky
108,Eresos,39.1667,25.9333,66.88,69,1,8.34,GR,2022-10-27 01:39:12,clear sky
109,Kangaatsiaq,68.3065,-53.4641,28.74,73,100,13.71,GL,2022-10-27 01:39:13,overcast clouds
110,Batayurt,43.3194,46.6854,53.42,78,100,6.08,RU,2022-10-27 01:39:13,overcast clouds
111,Marabba,12.35,32.1833,78.37,21,19,8.66,SD,2022-10-27 01:39:14,few clouds
112,Mayumba,-3.432,10.6554,76.26,92,100,6.69,GA,2022-10-27 01:39:14,light rain
113,Amsterdam,52.374,4.8897,58.89,93,20,6.91,NL,2022-10-27 01:39:14,few clouds
114,Manta,-0.95,-80.7333,69.58,83,100,8.05,EC,2022-10-27 01:39:15,overcast clouds
115,Savannah Bight,16.45,-85.85,82.98,69,88,11.48,HN,2022-10-27 01:39:15,overcast clouds
116,Antofagasta,-23.65,-70.4,58.28,78,44,4.92,CL,2022-10-27 01:38:13,scattered clouds
117,Vila Franca Do Campo,37.7167,-25.4333,61.21,75,100,12.08,PT,2022-10-27 01:39:15,light rain
118,Pangnirtung,66.1451,-65.7125,28.8,96,100,8.23,CA,2022-10-27 01:39:16,snow
119,Constitucion,-35.3333,-72.4167,53.1,82,6,11.95,CL,2022-10-27 01:39:16,clear sky
120,Okulovka,58.4008,33.2908,45.23,98,100,4.7,RU,2022-10-27 01:39:16,overcast clouds
121,Monaghan,54.25,-6.9667,54.39,93,99,12.19,IE,2022-10-27 01:39:17,overcast clouds
122,Belyy Yar,53.6039,91.3903,19.29,93,100,2.24,RU,2022-10-27 01:39:17,overcast clouds
123,Formello,42.0801,12.3998,66.27,89,35,4.12,IT,2022-10-27 01:39:18,scattered clouds
124,Kabwe,-14.4469,28.4464,74.05,39,83,7.52,ZM,2022-10-27 01:39:18,broken clouds
125,Klaksvik,62.2266,-6.589,49.12,97,100,7.74,FO,2022-10-27 01:39:19,overcast clouds
126,Traiguen,-38.25,-72.6833,44.19,93,0,3.47,CL,2022-10-27 01:39:19,clear sky
127,Roura,4.7263,-52.3274,76.91,94,100,2.3,GF,2022-10-27 01:39:19,overcast clouds
128,Ponta Do Sol,32.6667,-17.1,72.23,77,43,7.54,PT,2022-10-27 01:39:20,scattered clouds
129,Mar Del Plata,-38.0023,-57.5575,56.08,93,75,11.99,AR,2022-10-27 01:39:20,broken clouds
130,Awjilah,29.1081,21.2869,65.82,71,0,6.82,LY,2022-10-27 01:39:21,clear sky
131,Humpolec,49.5415,15.3593,48.09,96,46,4.85,CZ,2022-10-27 01:39:21,scattered clouds
132,San Juan Bautista,-14.0108,-75.7358,62.51,70,0,2.44,PE,2022-10-27 01:39:22,clear sky
133,Berlevag,70.8578,29.0864,31.95,86,100,6.91,NO,2022-10-27 01:39:22,overcast clouds
134,Grand Gaube,-20.0064,57.6608,72.37,67,68,5.99,MU,2022-10-27 01:39:22,broken clouds
135,Trelleborg,55.3751,13.1569,55.35,93,100,10.58,SE,2022-10-27 01:39:23,overcast clouds
136,Salalah,17.0151,54.0924,73.49,68,0,3.44,OM,2022-10-27 01:36:47,clear sky
137,Cockburn Town,21.4612,-71.1419,80.51,66,4,6.2,TC,2022-10-27 01:40:23,clear sky
138,Yekaterinovka,52.0508,44.3451,33.49,97,100,18.19,RU,2022-10-27 01:40:24,light snow
139,Lodwar,3.1191,35.5973,81.75,53,27,11.25,KE,2022-10-27 01:40:25,scattered clouds
140,Bathsheba,13.2167,-59.5167,83.01,78,20,21.85,BB,2022-10-27 01:40:25,few clouds
141,Cidreira,-30.1811,-50.2056,66.9,94,100,6.4,BR,2022-10-27 01:40:26,light rain
142,Yaroslavl,57.6299,39.8737,31.8,80,0,4.47,RU,2022-10-27 01:40:26,clear sky
143,Lasa,46.6166,10.7002,52.68,68,28,0.87,IT,2022-10-27 01:40:26,scattered clouds
144,Kamenka,51.3223,42.7678,37.29,93,100,21.39,RU,2022-10-27 01:40:27,overcast clouds
145,Domat,46.8348,9.4508,57.07,76,42,4.65,CH,2022-10-27 01:40:27,scattered clouds
146,Bengkulu,-3.8004,102.2655,79.16,80,100,5.08,ID,2022-10-27 01:40:28,moderate rain
147,Mahibadhoo,3.7833,72.9667,80.83,79,10,6.69,MV,2022-10-27 01:40:28,clear sky
148,Brighton,50.8284,-0.1395,62.31,94,100,8.01,GB,2022-10-27 01:40:29,overcast clouds
149,Thompson,55.7435,-97.8558,23.16,93,0,3.44,CA,2022-10-27 01:35:57,clear sky
150,Kajaani,64.2273,27.7285,33.85,93,100,10.36,FI,2022-10-27 01:40:29,overcast clouds
151,Qaqortoq,60.7167,-46.0333,31.15,96,99,5.61,GL,2022-10-27 01:40:29,overcast clouds
152,Victoria,22.2855,114.1577,79.03,68,41,10.0,HK,2022-10-27 01:40:16,scattered clouds
153,Kayerkan,69.3497,87.7602,9.99,93,100,8.05,RU,2022-10-27 01:40:30,overcast clouds
154,Trairi,-3.2778,-39.2689,77.38,75,100,8.72,BR,2022-10-27 01:35:48,overcast clouds
155,Luau,-10.7073,22.2247,64.96,95,100,3.56,AO,2022-10-27 01:40:31,overcast clouds
156,Ollioules,43.1352,5.848,69.46,81,75,4.0,FR,2022-10-27 01:40:31,broken clouds
157,Sorland,67.667,12.6934,42.66,64,100,5.37,NO,2022-10-27 01:40:31,overcast clouds
158,Turiacu,-1.6633,-45.3717,75.06,86,100,3.85,BR,2022-10-27 01:40:32,overcast clouds
159,El Alto,-4.2714,-81.2147,61.61,85,41,14.72,PE,2022-10-27 01:40:32,scattered clouds
160,Ribeira Grande,38.5167,-28.7,60.91,58,100,19.53,PT,2022-10-27 01:40:32,light rain
161,Los Llanos De Aridane,28.6585,-17.9182,65.95,49,0,8.01,ES,2022-10-27 01:40:33,clear sky
162,Roscrea,52.9511,-7.8017,57.34,91,100,10.33,IE,2022-10-27 01:40:33,overcast clouds
163,Chancay,-11.5714,-77.2672,61.11,84,100,7.38,PE,2022-10-27 01:40:33,overcast clouds
164,Wexford,52.3342,-6.4575,58.89,96,100,10.0,IE,2022-10-27 01:36:20,moderate rain
165,Sigayevo,56.4216,53.7757,27.37,78,89,4.7,RU,2022-10-27 01:40:34,overcast clouds
166,Chunhuhub,19.55,-88.6833,75.74,82,22,1.68,MX,2022-10-27 01:40:34,few clouds
167,Vestmannaeyjar,63.4427,-20.2734,41.95,78,68,11.92,IS,2022-10-27 01:40:34,broken clouds
168,Bandarbeyla,9.4942,50.8122,77.92,85,40,7.34,SO,2022-10-27 01:40:35,light rain
169,Lieksa,63.3167,30.0167,39.67,94,99,7.54,FI,2022-10-27 01:40:35,overcast clouds
170,Gamba,-2.65,10.0,76.59,91,54,3.69,GA,2022-10-27 01:40:35,broken clouds
171,Andenes,69.3143,16.1194,36.93,87,100,8.05,NO,2022-10-27 01:40:36,overcast clouds
172,Turukhansk,65.8167,87.9833,7.81,96,97,7.49,RU,2022-10-27 01:40:36,overcast clouds
173,Manaure,11.7751,-72.4445,81.37,77,100,9.73,CO,2022-10-27 01:40:36,overcast clouds
174,Tiznit,29.5833,-9.5,75.02,19,0,11.21,MA,2022-10-27 01:36:19,clear sky
175,Chokwe,-24.5333,32.9833,72.1,89,91,8.59,MZ,2022-10-27 01:40:37,overcast clouds
176,Alto Araguaia,-17.3147,-53.2153,75.74,57,28,6.2,BR,2022-10-27 01:40:37,scattered clouds
177,Bhaderwah,32.9784,75.7186,50.88,56,0,2.37,IN,2022-10-27 01:40:37,clear sky
178,Havoysund,70.9963,24.6622,34.03,82,100,9.51,NO,2022-10-27 01:40:38,light snow
179,Mitu,1.1983,-70.1733,75.52,90,100,0.43,CO,2022-10-27 01:40:38,overcast clouds
180,Parbatipur,25.6649,88.9247,72.25,68,0,2.95,BD,2022-10-27 01:40:38,clear sky
181,Ponta Delgada,37.7333,-25.6667,61.52,72,75,18.41,PT,2022-10-27 01:40:38,light intensity shower rain
182,Omboue,-1.5746,9.2618,76.8,91,100,5.12,GA,2022-10-27 01:41:39,light rain
183,Souillac,-20.5167,57.5167,71.98,83,40,8.05,MU,2022-10-27 01:41:39,scattered clouds
184,Maarianhamina,60.0973,19.9348,44.46,100,100,5.75,AX,2022-10-27 01:41:40,overcast clouds
185,Moose Factory,51.2585,-80.6094,35.6,93,100,6.91,CA,2022-10-27 01:41:40,overcast clouds
186,Hukuntsi,-24.0,21.75,67.84,68,77,8.61,BW,2022-10-27 01:41:40,broken clouds
187,Marsa Matruh,31.3525,27.2453,62.8,82,0,3.44,EG,2022-10-27 01:41:40,clear sky
188,Paragominas,-2.9667,-47.4833,72.36,97,100,2.77,BR,2022-10-27 01:41:41,overcast clouds
189,Talcahuano,-36.7167,-73.1167,55.08,82,0,10.36,CL,2022-10-27 01:41:41,clear sky
190,La Rioja,42.25,-2.5,56.98,54,100,9.13,ES,2022-10-27 01:41:42,overcast clouds
191,Dhidhdhoo,6.8833,73.1,81.68,68,5,1.07,MV,2022-10-27 01:41:42,clear sky
192,Carnarvon,-24.8667,113.6333,70.27,54,0,22.39,AU,2022-10-27 01:41:42,clear sky
193,Caravelas,-17.7125,-39.2481,71.26,90,18,4.85,BR,2022-10-27 01:41:43,few clouds
194,Ailigandi,9.2333,-78.0167,79.0,85,98,5.37,PA,2022-10-27 01:41:43,light rain
195,Dalaba,10.7,-12.25,62.47,77,0,2.86,GN,2022-10-27 01:41:43,clear sky
196,Gornopravdinsk,60.05,69.9,23.29,93,7,3.4,RU,2022-10-27 01:41:43,clear sky
197,Faya,18.3851,42.4509,50.52,34,67,1.92,SA,2022-10-27 01:41:44,broken clouds
198,Marsh Harbour,26.5412,-77.0636,77.61,60,0,8.77,BS,2022-10-27 01:41:44,clear sky
199,Jhelum,32.9331,73.7264,67.26,42,0,3.42,PK,2022-10-27 01:41:44,clear sky
200,Zhezkazgan,47.8043,67.7144,30.18,74,100,17.9,KZ,2022-10-27 01:41:45,overcast clouds
201,Villa Carlos Paz,-31.4241,-64.4978,66.4,42,0,5.17,AR,2022-10-27 01:41:45,clear sky
202,The Valley,18.217,-63.0578,83.1,76,100,19.64,AI,2022-10-27 01:41:45,overcast clouds
203,Mutoko,-17.397,32.2268,62.6,70,7,3.85,ZW,2022-10-27 01:41:46,clear sky
204,Donji Milanovac,44.4627,22.1523,53.62,73,100,3.38,RS,2022-10-27 01:41:46,overcast clouds
205,Marsala,37.7966,12.4352,72.93,82,0,4.61,IT,2022-10-27 01:41:46,clear sky
206,Eyl,7.9803,49.8164,77.13,69,11,5.86,SO,2022-10-27 01:41:47,few clouds
207,San Rafael,-34.6177,-68.3301,65.93,26,0,13.11,AR,2022-10-27 01:39:56,clear sky
208,Jacareacanga,-6.2222,-57.7528,78.6,74,100,2.55,BR,2022-10-27 01:41:47,overcast clouds
209,Coihaique,-45.5752,-72.0662,49.95,46,0,9.22,CL,2022-10-27 01:41:47,clear sky
210,Kondagaon,19.6,81.6667,66.96,75,0,1.5,IN,2022-10-27 01:41:48,clear sky
211,Araouane,18.9048,-3.5265,80.85,18,4,7.94,ML,2022-10-27 01:41:48,clear sky
212,Ilulissat,69.2167,-51.1,28.42,69,100,2.3,GL,2022-10-27 01:41:48,overcast clouds
213,Acarau,-2.8856,-40.12,78.62,75,100,14.34,BR,2022-10-27 01:41:28,overcast clouds
214,Carutapera,-1.195,-46.02,78.21,78,100,6.4,BR,2022-10-27 01:41:49,overcast clouds
215,Chapais,49.7834,-74.8492,58.78,92,92,7.07,CA,2022-10-27 01:41:49,overcast clouds
216,Sompeta,18.9333,84.6,76.96,71,0,4.54,IN,2022-10-27 01:41:49,clear sky
217,Najran,17.4924,44.1277,57.85,31,1,2.33,SA,2022-10-27 01:41:50,clear sky
218,Krylovskaya,46.3194,39.9711,54.93,96,92,10.54,RU,2022-10-27 01:41:50,overcast clouds
219,Sargatskoye,55.6101,73.4972,31.1,96,100,14.45,RU,2022-10-27 01:41:50,light snow
220,Margate,51.3813,1.3862,60.31,94,100,1.99,GB,2022-10-27 01:41:51,overcast clouds
221,Arlit,18.7369,7.3853,74.68,22,0,9.06,NE,2022-10-27 01:41:51,clear sky
222,Kaputa,-8.4689,29.6619,75.63,53,100,4.14,ZM,2022-10-27 01:41:51,overcast clouds
223,Comodoro Rivadavia,-45.8667,-67.5,60.66,29,100,34.52,AR,2022-10-27 01:41:52,dust
224,Obudovac,44.965,18.6122,51.26,78,13,2.91,BA,2022-10-27 01:41:52,few clouds
225,Bilma,18.6853,12.9164,70.95,23,0,7.96,NE,2022-10-27 01:42:52,clear sky
226,Sinj,43.7036,16.6394,62.55,73,1,5.61,HR,2022-10-27 01:42:52,clear sky
227,Vuktyl,63.8567,57.3094,26.46,90,100,12.01,RU,2022-10-27 01:42:53,overcast clouds
228,Robertsport,6.7533,-11.3686,80.02,81,75,7.43,LR,2022-10-27 01:42:53,light rain
229,Lagoa,39.05,-27.9833,60.85,53,96,18.84,PT,2022-10-27 01:42:53,overcast clouds
230,Beniganj,27.2833,80.45,69.69,60,0,0.43,IN,2022-10-27 01:42:54,clear sky
231,Qasigiannguit,68.8193,-51.1922,28.65,83,100,4.25,GL,2022-10-27 01:42:54,overcast clouds
232,Sur,22.5667,59.5289,78.64,53,0,2.3,OM,2022-10-27 01:42:54,clear sky
233,Nisia Floresta,-6.0911,-35.2086,77.38,85,68,6.71,BR,2022-10-27 01:42:54,broken clouds
234,Samarkand,39.6542,66.9597,44.02,87,0,2.3,UZ,2022-10-27 01:42:55,clear sky
235,Saint George,37.1041,-113.5841,64.99,21,0,10.36,US,2022-10-27 01:41:08,clear sky
236,Hobyo,5.3505,48.5268,78.84,84,100,8.75,SO,2022-10-27 01:42:55,light rain
237,Vila Velha,-20.3297,-40.2925,75.15,89,40,4.61,BR,2022-10-27 01:42:39,scattered clouds
238,Sinop,41.7711,34.8709,50.5,90,48,3.36,TR,2022-10-27 01:42:55,scattered clouds
239,Silvan,38.1419,41.0081,50.29,59,99,1.14,TR,2022-10-27 01:40:52,overcast clouds
240,Tambura,5.6,27.4667,67.59,71,35,2.98,SS,2022-10-27 01:42:56,scattered clouds
241,La Sarre,48.8002,-79.1996,33.53,98,100,12.12,CA,2022-10-27 01:42:56,snow
242,Korla,41.7597,86.1469,53.82,36,97,6.85,CN,2022-10-27 01:42:56,overcast clouds
243,Charlestown,-32.95,151.6667,81.1,50,91,13.82,AU,2022-10-27 01:42:33,overcast clouds
244,Hambantota,6.1241,81.1185,73.74,100,87,2.3,LK,2022-10-27 01:42:57,overcast clouds
245,Dingle,10.9995,122.6711,84.31,78,100,9.26,PH,2022-10-27 01:42:57,overcast clouds
246,Trinidad,-14.8333,-64.9,80.37,76,36,4.27,BO,2022-10-27 01:42:57,scattered clouds
247,Cervo,43.6702,-7.4101,62.87,86,72,6.82,ES,2022-10-27 01:42:58,broken clouds
248,Thrissur,10.5167,76.2167,76.98,82,7,2.71,IN,2022-10-27 01:42:58,clear sky
249,Yarmouth,41.7057,-70.2286,66.67,98,100,4.61,US,2022-10-27 01:42:58,fog
250,Onguday,50.75,86.15,35.46,76,41,3.33,RU,2022-10-27 01:42:59,scattered clouds
251,Iracoubo,5.4802,-53.2011,77.05,89,100,8.9,GF,2022-10-27 01:42:59,overcast clouds
252,Santa Cruz De Tenerife,28.4682,-16.2546,71.46,87,75,6.91,ES,2022-10-27 01:43:00,broken clouds
253,Oum Hadjer,13.2954,19.6966,75.97,17,23,9.73,TD,2022-10-27 01:43:00,few clouds
254,Fontem,5.4685,9.8818,65.34,89,74,3.76,CM,2022-10-27 01:43:00,broken clouds
255,Praia Da Vitoria,38.7333,-27.0667,56.75,88,40,17.49,PT,2022-10-27 01:43:01,scattered clouds
256,Reinosa,42.9996,-4.138,70.47,48,100,15.14,ES,2022-10-27 01:39:18,overcast clouds
257,Buraydah,26.326,43.975,72.05,22,100,8.9,SA,2022-10-27 01:43:01,overcast clouds
258,Aiquile,-18.2041,-65.1807,66.02,68,4,3.87,BO,2022-10-27 01:43:03,clear sky
259,Hofn,64.2539,-15.2082,41.92,82,11,19.3,IS,2022-10-27 01:43:03,few clouds
260,Melnikovo,56.5558,84.085,33.26,90,100,5.5,RU,2022-10-27 01:43:04,light snow
261,Dimona,31.0667,35.0333,65.46,74,0,4.05,IL,2022-10-27 01:43:04,clear sky
262,Birjand,32.8663,59.2211,46.87,46,0,6.91,IR,2022-10-27 01:43:04,clear sky
263,Lulea,65.5842,22.1547,30.27,100,100,1.14,SE,2022-10-27 01:43:05,mist
264,Gayeri,12.6497,0.4931,80.85,32,100,7.27,BF,2022-10-27 01:43:05,overcast clouds
265,Krasnouralsk,58.3638,60.0407,23.22,86,23,5.79,RU,2022-10-27 01:43:05,few clouds
266,Kyzyl-Suu,42.3414,78.0056,39.49,60,66,6.78,KG,2022-10-27 01:43:06,broken clouds
267,Zagyvarekas,47.2667,20.1333,52.12,96,0,2.3,HU,2022-10-27 01:43:06,clear sky
268,San Jacinto,33.7839,-116.9586,70.02,57,2,3.83,US,2022-10-27 01:43:06,clear sky
269,Kruisfontein,-34.0033,24.7314,55.89,91,0,5.99,ZA,2022-10-27 01:43:07,clear sky
270,Meulaboh,4.1363,96.1285,78.12,86,91,2.8,ID,2022-10-27 01:43:07,overcast clouds
271,Finspang,58.7058,15.7674,47.71,97,100,4.88,SE,2022-10-27 01:44:08,overcast clouds
272,Maun,-19.9833,23.4167,73.36,56,0,4.61,BW,2022-10-27 01:40:27,clear sky
273,Bodden Town,19.2833,-81.25,82.4,69,20,8.05,KY,2022-10-27 01:44:08,few clouds
274,Marzuq,14.4,46.4667,63.19,30,5,0.89,YE,2022-10-27 01:44:09,clear sky
275,Thiers,45.8333,3.5,59.32,74,11,4.56,FR,2022-10-27 01:44:09,few clouds
276,Hamilton,39.1834,-84.5333,50.09,74,100,5.75,US,2022-10-27 01:42:33,overcast clouds
277,Kutum,14.2,24.6667,65.03,33,85,7.09,SD,2022-10-27 01:44:10,overcast clouds
278,Sept-Iles,50.2001,-66.3821,54.12,96,75,11.5,CA,2022-10-27 01:41:56,broken clouds
279,Kamien Pomorski,53.9685,14.7726,48.56,92,99,8.66,PL,2022-10-27 01:44:10,overcast clouds
280,Litomysl,49.8681,16.313,56.26,90,52,2.19,CZ,2022-10-27 01:44:10,broken clouds
281,Dudinka,69.4058,86.1778,7.75,97,92,10.6,RU,2022-10-27 01:44:11,overcast clouds
282,Kayes,14.0,-11.0,79.56,30,7,1.59,ML,2022-10-27 01:44:11,clear sky
283,Carmo Do Paranaiba,-19.0008,-46.3161,69.75,67,0,4.65,BR,2022-10-27 01:41:58,clear sky
284,Grosseto,42.8333,11.25,67.91,88,45,4.61,IT,2022-10-27 01:44:12,mist
285,Nouadhibou,20.931,-17.0347,71.58,78,100,12.66,MR,2022-10-27 01:44:12,overcast clouds
286,Freeport,40.6576,-73.5832,66.29,86,75,12.66,US,2022-10-27 01:44:12,broken clouds
287,Jinka,5.65,36.65,63.34,85,99,3.15,ET,2022-10-27 01:44:13,light rain
288,Maraba,-5.3686,-49.1178,80.78,89,0,5.75,BR,2022-10-27 01:40:30,clear sky
289,Charyshskoye,51.3978,83.5598,39.83,86,99,6.15,RU,2022-10-27 01:44:14,overcast clouds
290,Gubkinskiy,64.434,76.5026,15.64,92,27,11.52,RU,2022-10-27 01:44:14,scattered clouds
291,Matara,5.9485,80.5353,76.06,83,99,5.06,LK,2022-10-27 01:44:14,overcast clouds
292,Sillamae,59.3997,27.7547,49.64,98,100,9.66,EE,2022-10-27 01:44:15,overcast clouds
293,Aksarka,66.5606,67.7975,27.25,81,100,16.82,RU,2022-10-27 01:44:15,overcast clouds
294,Hanko,59.8333,22.95,45.05,84,88,10.94,FI,2022-10-27 01:44:16,overcast clouds
295,Shubarshi,48.5872,57.1869,28.26,82,6,5.17,KZ,2022-10-27 01:44:16,clear sky
296,Sao Filipe,14.8961,-24.4956,79.75,76,100,5.23,CV,2022-10-27 01:44:16,overcast clouds
297,General Salgado,-20.6483,-50.3606,76.68,31,0,6.46,BR,2022-10-27 01:44:17,clear sky
298,Karia,11.7306,11.1629,74.08,23,15,8.41,NG,2022-10-27 01:44:17,few clouds
299,Madimba,-10.4,40.3333,72.23,87,100,4.34,TZ,2022-10-27 01:44:18,overcast clouds
300,Akhaldaba,41.654,42.1516,46.96,72,37,2.33,GE,2022-10-27 01:44:18,scattered clouds
301,Diplo,24.4667,69.584,75.16,85,0,6.38,PK,2022-10-27 01:44:19,clear sky
302,Sechura,-5.5569,-80.8222,63.75,80,24,12.01,PE,2022-10-27 01:44:19,few clouds
303,Cap Malheureux,-19.9842,57.6142,72.46,67,58,5.99,MU,2022-10-27 01:44:19,broken clouds
304,Impfondo,1.6381,18.0667,69.64,98,100,0.81,CG,2022-10-27 01:44:20,overcast clouds
305,Raudeberg,61.9875,5.1352,54.27,1,100,24.34,NO,2022-10-27 01:44:20,overcast clouds
306,Chimore,-16.9833,-65.1333,76.41,91,97,2.75,BO,2022-10-27 01:44:20,overcast clouds
307,Chandler,33.3062,-111.8412,73.98,24,0,3.44,US,2022-10-27 01:42:30,clear sky
308,San Carlos De Bariloche,-41.1456,-71.3082,48.02,57,40,23.02,AR,2022-10-27 01:39:32,scattered clouds
309,Saint-Paul,-21.0096,55.2707,72.36,82,100,3.53,RE,2022-10-27 01:42:52,light rain
310,Carballo,43.213,-8.691,67.87,84,61,10.04,ES,2022-10-27 01:44:21,broken clouds
311,Barcelos,41.5388,-8.6151,68.14,88,98,7.87,PT,2022-10-27 01:44:22,overcast clouds
312,Oranjemund,-28.55,16.4333,56.82,96,8,4.83,NA,2022-10-27 01:44:22,clear sky
313,Shakiso,5.75,38.9167,56.7,98,81,2.73,ET,2022-10-27 01:44:23,broken clouds
314,Port Blair,11.6667,92.75,78.84,94,40,2.3,IN,2022-10-27 01:44:23,mist
315,Port-Gentil,-0.7193,8.7815,78.33,86,100,5.55,GA,2022-10-27 01:44:23,moderate rain
316,Tahoua,14.8888,5.2692,77.47,17,100,10.42,NE,2022-10-27 01:44:24,overcast clouds
317,Sovetskiy,61.3614,63.5842,26.04,76,67,6.11,RU,2022-10-27 01:45:24,broken clouds
318,Mokrous,51.2333,47.5167,36.03,70,100,13.04,RU,2022-10-27 01:45:25,overcast clouds
319,Porto Nacional,-10.7081,-48.4172,78.8,80,29,1.88,BR,2022-10-27 01:45:26,scattered clouds
320,Urucara,-2.5364,-57.76,76.5,87,100,2.17,BR,2022-10-27 01:45:26,overcast clouds
321,Marrakesh,31.6315,-8.0083,69.87,35,0,4.61,MA,2022-10-27 01:45:27,clear sky
322,Webster,42.0501,-71.8801,66.07,95,92,4.83,US,2022-10-27 01:44:12,overcast clouds
323,Mwense,-10.3845,28.698,76.33,47,99,2.57,ZM,2022-10-27 01:45:27,overcast clouds
324,San Juan,-31.5375,-68.5364,72.99,26,0,9.33,AR,2022-10-27 01:45:28,clear sky
325,Sao Joao Do Piaui,-8.3581,-42.2467,74.14,90,100,3.02,BR,2022-10-27 01:45:28,overcast clouds
326,Maceio,-9.6658,-35.7353,78.24,83,75,2.3,BR,2022-10-27 01:44:22,broken clouds
327,Qena,26.1615,32.7183,69.94,56,0,4.63,EG,2022-10-27 01:45:28,clear sky
328,Namibe,-15.1961,12.1522,67.57,77,99,5.1,AO,2022-10-27 01:45:29,overcast clouds
329,Aleppo,36.25,37.5,62.17,53,9,8.43,SY,2022-10-27 01:45:29,clear sky
330,Parrita,9.5201,-84.3225,77.72,88,100,2.68,CR,2022-10-27 01:45:30,overcast clouds
331,Khudumelapye,-23.8833,24.75,74.37,42,100,12.73,BW,2022-10-27 01:45:30,overcast clouds
332,Tazovskiy,67.4667,78.7,23.41,95,100,15.23,RU,2022-10-27 01:45:30,light snow
333,Sault Sainte Marie,46.5168,-84.3333,41.29,65,100,17.27,CA,2022-10-27 01:42:27,overcast clouds
334,Chabahar,25.2919,60.643,82.87,42,0,4.54,IR,2022-10-27 01:45:31,clear sky
335,Husavik,66.0449,-17.3389,38.12,93,98,5.06,IS,2022-10-27 01:45:31,overcast clouds
336,Santa Vitoria Do Palmar,-33.5189,-53.3681,64.08,94,100,12.3,BR,2022-10-27 01:45:32,overcast clouds
337,Bat Khela,34.6167,71.9714,62.42,42,0,6.33,PK,2022-10-27 01:45:32,clear sky
338,Lexington Park,38.2668,-76.4538,60.48,93,0,4.61,US,2022-10-27 01:45:32,mist
339,Otjimbingwe,-22.35,16.1333,71.58,43,33,3.51,NA,2022-10-27 01:45:33,scattered clouds
340,Druzhba,52.0428,33.9453,42.12,92,100,8.7,UA,2022-10-27 01:45:33,overcast clouds
341,Osypenko,46.9136,36.8253,54.3,88,100,11.88,UA,2022-10-27 01:45:33,overcast clouds
342,Darnah,32.767,22.6367,68.54,81,0,9.13,LY,2022-10-27 01:45:34,clear sky
343,Kautokeino,69.0125,23.0412,22.1,91,43,1.28,NO,2022-10-27 01:45:34,scattered clouds
344,Agadez,19.75,10.25,67.78,28,0,11.9,NE,2022-10-27 01:45:35,clear sky
345,Bekhtery,46.251,32.2927,53.06,87,5,9.4,UA,2022-10-27 01:45:35,clear sky
346,Mabaruma,8.2,-59.7833,73.96,97,88,2.95,GY,2022-10-27 01:45:35,overcast clouds
347,Great Yarmouth,52.6083,1.7305,59.02,92,100,10.18,GB,2022-10-27 01:45:35,overcast clouds
348,Borgarnes,64.5383,-21.9206,37.45,87,56,7.85,IS,2022-10-27 01:45:36,broken clouds
349,Sitrah,26.1547,50.6206,82.4,74,20,2.3,BH,2022-10-27 01:45:36,few clouds
350,Kabo,7.6994,18.629,74.64,60,98,2.82,CF,2022-10-27 01:45:36,overcast clouds
351,Kalangala,-0.3089,32.225,70.95,77,72,8.05,UG,2022-10-27 01:45:37,light rain
352,Tunceli,39.1083,39.5471,51.08,59,63,3.4,TR,2022-10-27 01:45:37,broken clouds
353,Banfora,10.6333,-4.7667,77.61,66,67,2.19,BF,2022-10-27 01:45:37,broken clouds
354,Kigoma,-4.8769,29.6267,75.9,70,93,3.09,TZ,2022-10-27 01:45:38,overcast clouds
355,Bobrovytsya,50.75,31.3833,46.04,94,21,10.56,UA,2022-10-27 01:45:38,few clouds
356,Harper,4.375,-7.7169,77.11,88,99,5.82,LR,2022-10-27 01:45:38,light rain
357,Beisfjord,68.3751,17.5988,39.04,91,100,0.6,NO,2022-10-27 01:45:39,overcast clouds
358,Nanortalik,60.1432,-45.2371,33.4,98,99,3.67,GL,2022-10-27 01:45:39,overcast clouds
359,Opuwo,-18.0607,13.84,67.41,37,10,2.3,NA,2022-10-27 01:45:39,clear sky
360,Arak,34.0917,49.6892,54.66,40,14,2.01,IR,2022-10-27 01:45:40,few clouds
361,Matay,28.419,30.7792,68.54,70,0,8.63,EG,2022-10-27 01:45:40,clear sky
362,Kuminskiy,58.6667,66.5667,23.92,87,7,4.34,RU,2022-10-27 01:45:40,clear sky
